order_id,order_delta_hour_t-1,order_delta_hour_t-2,order_delta_hour_t-3
772156,7.0,0.0,2.0
1882706,-6.0,1.0,-6.0
9579,6.0,0.0,7.0
1298081,-8.0,-2.0,-8.0
36624,3.0,-5.0,1.0
1320944,2.0,5.0,-3.0
3306700,-3.0,-1.0,2.0
67504,5.0,2.0,4.0
954135,0.0,5.0,2.0
3016585,4.0,4.0,9.0
1335909,-14.0,-10.0,-10.0
832487,-2.0,-16.0,-12.0
1234953,5.0,3.0,-11.0
1308745,9.0,14.0,12.0
2244582,-10.0,-1.0,4.0
1745570,-1.0,-11.0,-2.0
289627,-1.0,-2.0,-12.0
2799871,13.0,12.0,11.0
1828137,-9.0,4.0,3.0
1970152,5.0,-4.0,9.0
1878430,-3.0,2.0,-7.0
110762,2.0,-1.0,4.0
1025911,9.0,11.0,8.0
1704813,-14.0,-5.0,-3.0
3013496,11.0,-3.0,6.0
1107838,-2.0,9.0,-5.0
3362885,-8.0,-10.0,1.0
2848913,-2.0,-10.0,-12.0
21981,3.0,1.0,-7.0
3229967,6.0,9.0,7.0
236574,-3.0,3.0,6.0
1314995,4.0,1.0,7.0
919576,-10.0,-6.0,-9.0
2716828,2.0,-8.0,-4.0
1454009,5.0,7.0,-3.0
3092574,-2.0,3.0,5.0
1004273,-1.0,-3.0,2.0
1909757,3.0,2.0,0.0
2437581,-4.0,-1.0,-2.0
1644953,8.0,4.0,7.0
1109027,-6.0,2.0,-2.0
315863,-1.0,-7.0,1.0
3026466,5.0,4.0,-2.0
1052089,-2.0,3.0,2.0
3145302,0.0,-2.0,3.0
3040352,-4.0,-4.0,-6.0
2178796,0.0,-4.0,-4.0
1844066,3.0,3.0,-1.0
960758,2.0,5.0,5.0
2382746,-4.0,-2.0,1.0
1425703,4.0,0.0,2.0
970389,-7.0,-3.0,-7.0
3410739,9.0,2.0,6.0
3365310,-5.0,4.0,-3.0
3083163,-4.0,-9.0,0.0
1276096,5.0,1.0,-4.0
2920924,-7.0,-2.0,-6.0
1264706,7.0,0.0,5.0
2878868,-4.0,3.0,-4.0
2162252,3.0,-1.0,6.0
2838139,-5.0,-2.0,-6.0
2669440,6.0,1.0,4.0
333641,3.0,9.0,4.0
1152214,-6.0,-3.0,3.0
152226,8.0,2.0,5.0
385055,-12.0,-4.0,-10.0
752246,4.0,-8.0,0.0
1958650,6.0,10.0,-2.0
1216310,-10.0,-4.0,0.0
468997,5.0,-5.0,1.0
1434272,-2.0,3.0,-7.0
740549,8.0,6.0,11.0
1326000,-8.0,0.0,-2.0
845180,1.0,-7.0,1.0
1673806,3.0,4.0,-4.0
1150674,1.0,4.0,5.0
122858,4.0,5.0,8.0
437674,-3.0,1.0,2.0
2149775,-1.0,-4.0,0.0
1270987,-5.0,-6.0,-9.0
252480,8.0,3.0,2.0
889497,-9.0,-1.0,-6.0
2900043,,,
3017962,-4.0,,
2980251,0.0,-4.0,
1792340,5.0,5.0,1.0
2683407,-3.0,2.0,2.0
1362871,2.0,-1.0,4.0
1033688,-6.0,-4.0,-7.0
2375403,4.0,-2.0,0.0
1450808,0.0,4.0,-2.0
95673,3.0,3.0,7.0
1863797,0.0,3.0,3.0
951551,0.0,0.0,3.0
1221248,-1.0,-1.0,-1.0
433337,-2.0,-3.0,-3.0
571059,,,
488646,-3.0,,
846082,-1.0,-4.0,
3149141,-2.0,-3.0,-6.0
2457589,-5.0,-7.0,-8.0
2502824,9.0,4.0,2.0
1743122,0.0,9.0,4.0
2700861,0.0,0.0,9.0
3049364,-1.0,-1.0,-1.0
143698,-5.0,-6.0,-6.0
1942126,5.0,0.0,-1.0
1795976,1.0,6.0,1.0
1287521,,,
773295,0.0,,
2957288,2.0,2.0,
1762586,1.0,3.0,3.0
3043297,0.0,1.0,3.0
2702886,-2.0,-2.0,-1.0
458721,-3.0,-5.0,-5.0
1052337,-1.0,-4.0,-6.0
3058182,0.0,-1.0,-4.0
769586,,,
430589,4.0,,
63530,-3.0,1.0,
258143,-1.0,-4.0,0.0
3341114,9.0,8.0,5.0
3257313,0.0,9.0,8.0
3186356,,,
3391051,2.0,,
1688509,-2.0,0.0,
2300021,0.0,-2.0,0.0
2027617,5.0,5.0,3.0
1946145,-2.0,3.0,3.0
3342238,7.0,5.0,10.0
2039654,-13.0,-6.0,-8.0
1590849,0.0,-13.0,-6.0
3317372,,,
3187345,0.0,,
279558,-2.0,-2.0,
3336964,5.0,3.0,3.0
1396932,-12.0,-7.0,-9.0
320686,0.0,-12.0,-7.0
2403196,,,
2089883,8.0,,
1297897,-4.0,4.0,
2264145,-7.0,-11.0,-3.0
838031,10.0,3.0,-1.0
289454,-11.0,-1.0,-8.0
578094,,,
2045736,8.0,,
3370710,-1.0,7.0,
1124183,-1.0,-2.0,6.0
2653718,-1.0,-2.0,-3.0
312383,,,
147637,-7.0,,
551205,-7.0,-14.0,
1701876,0.0,-7.0,-14.0
306828,2.0,2.0,-5.0
3104784,-1.0,1.0,1.0
2270709,3.0,2.0,4.0
408626,2.0,5.0,4.0
2913779,4.0,6.0,9.0
2785589,-9.0,-5.0,-3.0
2695375,-1.0,-10.0,-6.0
1560199,12.0,11.0,2.0
1411748,0.0,12.0,11.0
2018650,-2.0,-2.0,10.0
2307021,-2.0,-4.0,-4.0
2953985,-1.0,-3.0,-5.0
2033300,4.0,3.0,1.0
2677611,,,
45464,5.0,,
3266402,-8.0,-3.0,
270064,2.0,-6.0,-1.0
3334896,1.0,3.0,-5.0
3150735,2.0,3.0,5.0
2614140,3.0,5.0,6.0
585358,4.0,7.0,9.0
396895,-5.0,-1.0,2.0
2963779,7.0,2.0,6.0
132238,-12.0,-5.0,-10.0
3306125,5.0,-7.0,0.0
13604,2.0,7.0,-5.0
1616546,-1.0,1.0,6.0
1272569,-6.0,-7.0,-5.0
2283608,-2.0,-8.0,-9.0
1090267,5.0,3.0,-3.0
685607,0.0,5.0,3.0
2123198,-4.0,-4.0,1.0
3011864,6.0,2.0,2.0
1272403,-7.0,-1.0,-5.0
605885,,,
686432,11.0,,
658565,0.0,11.0,
1678896,-4.0,-4.0,7.0
1046364,-16.0,-20.0,-20.0
3126319,,,
2892852,-13.0,,
971072,4.0,-9.0,
302539,0.0,4.0,-9.0
1914064,3.0,3.0,7.0
610787,-1.0,2.0,2.0
1318250,-3.0,-4.0,-1.0
857767,-4.0,-7.0,-8.0
2813122,5.0,1.0,-2.0
1970921,-1.0,4.0,0.0
1228247,2.0,1.0,6.0
2874169,-3.0,-1.0,-2.0
878050,-1.0,-4.0,-2.0
1163567,2.0,1.0,-2.0
3162133,-1.0,1.0,0.0
2813962,3.0,2.0,4.0
2917471,7.0,10.0,9.0
2859852,-11.0,-4.0,-1.0
15092,,,
443156,-2.0,,
282161,-3.0,-5.0,
1325414,5.0,2.0,0.0
2752866,-3.0,2.0,-1.0
698111,-1.0,-4.0,1.0
2939979,0.0,-1.0,-4.0
1429241,-3.0,-3.0,-4.0
1497305,2.0,-1.0,-1.0
265216,-1.0,1.0,-2.0
2633715,,,
52980,8.0,,
1267802,-8.0,0.0,
875230,-3.0,-11.0,-3.0
412498,9.0,6.0,-2.0
3002421,-6.0,3.0,0.0
3153086,8.0,2.0,11.0
1894721,-3.0,5.0,-1.0
1558541,-6.0,-9.0,-1.0
2417963,7.0,1.0,-2.0
69898,-8.0,-1.0,-7.0
3165753,11.0,3.0,10.0
1333451,-1.0,10.0,2.0
54767,-1.0,-2.0,9.0
92059,-2.0,-3.0,-4.0
501179,-3.0,-5.0,-6.0
2748619,8.0,5.0,3.0
1832914,-5.0,3.0,0.0
2345779,0.0,-5.0,3.0
196961,-2.0,-2.0,-7.0
8979,4.0,2.0,2.0
3090546,-9.0,-5.0,-7.0
813511,4.0,-5.0,-1.0
3142204,-3.0,1.0,-8.0
280265,-1.0,-4.0,0.0
21478,1.0,0.0,-3.0
890939,12.0,13.0,12.0
2260192,-13.0,-1.0,0.0
1605676,11.0,-2.0,10.0
1625064,-8.0,3.0,-10.0
706640,2.0,-6.0,5.0
857568,-2.0,0.0,-8.0
1301981,10.0,8.0,10.0
1569844,-3.0,7.0,5.0
2036643,,,
1998514,-12.0,,
2494779,2.0,-10.0,
2710017,1.0,3.0,-9.0
2063002,-2.0,-1.0,1.0
1790497,5.0,3.0,4.0
880812,-7.0,-2.0,-4.0
2137676,3.0,-4.0,1.0
3166833,9.0,12.0,5.0
2557201,-12.0,-3.0,0.0
1325151,0.0,-12.0,-3.0
2801734,4.0,4.0,-8.0
1024581,-2.0,2.0,2.0
2037860,6.0,4.0,8.0
2127108,-10.0,-4.0,-6.0
765764,7.0,-3.0,3.0
1849350,2.0,9.0,-1.0
1628709,6.0,8.0,15.0
2393810,-10.0,-4.0,-2.0
228594,3.0,-7.0,-1.0
3404129,4.0,7.0,-3.0
3338672,-1.0,3.0,6.0
1618222,-3.0,-4.0,0.0
1462208,-7.0,-10.0,-11.0
1971231,3.0,-4.0,-7.0
12775,4.0,7.0,0.0
2193279,-6.0,-2.0,1.0
3212615,10.0,4.0,8.0
969944,0.0,10.0,4.0
2195639,-3.0,-3.0,7.0
2290811,3.0,0.0,0.0
1715461,0.0,3.0,0.0
798439,-3.0,-3.0,0.0
1349731,3.0,0.0,0.0
1802300,-5.0,-2.0,-5.0
175748,2.0,-3.0,0.0
1283054,-6.0,-4.0,-9.0
2464366,0.0,-6.0,-4.0
548348,3.0,3.0,-3.0
2743631,2.0,5.0,5.0
980867,-5.0,-3.0,0.0
241371,,,
1605522,1.0,,
2033382,-6.0,-5.0,
1051949,9.0,3.0,4.0
2920180,-2.0,7.0,1.0
1946827,-9.0,-11.0,-2.0
1994310,6.0,-3.0,-5.0
2847516,5.0,11.0,2.0
754482,-15.0,-10.0,-4.0
2266003,4.0,-11.0,-6.0
1222643,6.0,10.0,-5.0
2034288,-7.0,-1.0,3.0
3217358,7.0,0.0,6.0
1694875,1.0,8.0,1.0
2730739,-7.0,-6.0,1.0
1146008,0.0,-7.0,-6.0
214658,13.0,13.0,6.0
785535,-17.0,-4.0,-4.0
2207877,8.0,-9.0,4.0
2427936,8.0,16.0,-1.0
2006332,-11.0,-3.0,5.0
1956134,5.0,-6.0,2.0
777989,-6.0,-1.0,-12.0
2811839,,,
1779601,13.0,,
562294,-11.0,2.0,
789467,13.0,2.0,15.0
497162,-2.0,11.0,0.0
377604,-10.0,-12.0,1.0
331101,3.0,-7.0,-9.0
2980529,-6.0,-3.0,-13.0
3010043,6.0,0.0,3.0
3023052,-4.0,2.0,-4.0
73999,2.0,-2.0,4.0
6404,,,
826134,-5.0,,
3253578,2.0,-3.0,
3398419,-3.0,-1.0,-6.0
2886915,,,
2506262,-2.0,,
2144806,3.0,1.0,
1380527,-1.0,2.0,0.0
2866059,,,
872421,-3.0,,
515256,2.0,-1.0,
1460424,3.0,5.0,2.0
2881607,,,
663614,-6.0,,
2453484,2.0,-4.0,
3094287,1.0,3.0,-3.0
666564,-3.0,-2.0,0.0
1439429,,,
1395340,15.0,,
1036476,3.0,18.0,
50323,-6.0,-3.0,12.0
1506118,,,
968356,-8.0,,
1046275,5.0,-3.0,
2429059,2.0,7.0,-1.0
1107264,-1.0,1.0,6.0
2221677,-2.0,-3.0,-1.0
1424319,-3.0,-5.0,-6.0
3156711,7.0,4.0,2.0
1965694,1.0,8.0,5.0
2982458,-3.0,-2.0,5.0
2261382,-6.0,-9.0,-8.0
1450084,10.0,4.0,1.0
1716336,-3.0,7.0,1.0
2841576,3.0,0.0,10.0
722980,-3.0,0.0,-3.0
1385888,-6.0,-9.0,-6.0
3416078,8.0,2.0,-1.0
486491,3.0,11.0,5.0
1351223,-2.0,1.0,9.0
720958,-6.0,-8.0,-5.0
2947959,3.0,-3.0,-5.0
1137968,-1.0,2.0,-4.0
1728649,-2.0,-3.0,0.0
229405,0.0,-2.0,-3.0
559533,2.0,2.0,0.0
1590773,2.0,4.0,4.0
1631994,0.0,2.0,4.0
291622,-2.0,-2.0,0.0
1837174,-5.0,-7.0,-7.0
1624831,7.0,2.0,0.0
1978005,0.0,7.0,2.0
1099070,3.0,3.0,10.0
1970322,-11.0,-8.0,-8.0
353425,7.0,-4.0,-1.0
2666326,2.0,9.0,-2.0
3369866,-8.0,-6.0,1.0
2097341,3.0,-5.0,-3.0
1792760,-5.0,-2.0,-10.0
2025027,2.0,-3.0,0.0
341419,9.0,11.0,6.0
200240,-1.0,8.0,10.0
3118827,-8.0,-9.0,0.0
2518898,9.0,1.0,0.0
245696,1.0,10.0,2.0
1976303,-5.0,-4.0,5.0
544557,6.0,1.0,2.0
624854,-4.0,2.0,-3.0
3008571,0.0,-4.0,2.0
1384894,4.0,4.0,0.0
329041,-5.0,-1.0,-1.0
1609725,2.0,-3.0,1.0
2817038,,,
2590138,-6.0,,
147324,8.0,2.0,
2834537,-8.0,0.0,-6.0
1353394,0.0,-8.0,0.0
2243938,4.0,4.0,-4.0
1627354,-2.0,2.0,2.0
508068,4.0,2.0,6.0
1369210,-2.0,2.0,0.0
1870521,-3.0,-5.0,-1.0
1067555,,,
2705142,3.0,,
798437,-3.0,0.0,
3395292,1.0,-2.0,1.0
1545155,1.0,2.0,-1.0
3363421,0.0,1.0,2.0
816761,,,
2310578,-15.0,,
160320,1.0,-14.0,
421578,4.0,5.0,-10.0
1104919,-2.0,2.0,3.0
1215265,5.0,3.0,7.0
1951046,1.0,6.0,4.0
1708197,-6.0,-5.0,0.0
1119607,6.0,0.0,1.0
1273440,-6.0,0.0,-6.0
1530604,6.0,0.0,6.0
458954,1.0,7.0,1.0
3198385,-6.0,-5.0,1.0
13511,1.0,-5.0,-4.0
846518,2.0,3.0,-3.0
2765938,-3.0,-1.0,0.0
2109379,-1.0,-4.0,-2.0
116280,4.0,3.0,0.0
2632252,3.0,7.0,6.0
3298339,-8.0,-5.0,-1.0
3385240,5.0,-3.0,0.0
985575,3.0,8.0,0.0
502074,-7.0,-4.0,1.0
1591719,-1.0,-8.0,-5.0
2759036,-2.0,-3.0,-10.0
2115279,8.0,6.0,5.0
1380331,-1.0,7.0,5.0
1495035,-2.0,-3.0,5.0
514183,,,
1537413,-4.0,,
3277679,-1.0,-5.0,
1822273,7.0,6.0,2.0
2994774,-3.0,4.0,3.0
2276405,,,
3305817,7.0,,
100543,-9.0,-2.0,
289109,-3.0,-12.0,-5.0
259400,10.0,7.0,-2.0
161901,-6.0,4.0,1.0
652456,2.0,-4.0,6.0
1503548,-5.0,-3.0,-9.0
420453,,,
1403870,1.0,,
3418068,1.0,2.0,
2045513,-2.0,-1.0,0.0
1011084,1.0,-1.0,0.0
1153891,1.0,2.0,0.0
2695340,-2.0,-1.0,0.0
222853,1.0,-1.0,0.0
2692921,-1.0,0.0,-2.0
1554850,,,
2494726,0.0,,
2107103,1.0,1.0,
203303,-3.0,-2.0,-2.0
132335,5.0,2.0,3.0
1144130,2.0,7.0,4.0
308988,-7.0,-5.0,0.0
2509402,5.0,-2.0,0.0
1928348,-1.0,4.0,-3.0
524609,6.0,5.0,10.0
441408,-1.0,5.0,4.0
3306922,,,
904665,-6.0,,
2985504,3.0,-3.0,
1576792,4.0,7.0,1.0
2887940,5.0,9.0,12.0
155367,-5.0,0.0,4.0
1103761,0.0,-5.0,0.0
3287248,-1.0,-1.0,-6.0
124441,5.0,4.0,4.0
2273780,1.0,6.0,5.0
1076798,-11.0,-10.0,-5.0
1578290,5.0,-6.0,-5.0
2539982,3.0,8.0,-3.0
2548900,-1.0,2.0,7.0
301598,-1.0,-2.0,1.0
1867773,3.0,2.0,1.0
1357214,4.0,7.0,6.0
2607644,-2.0,2.0,5.0
1639283,0.0,-2.0,2.0
732149,-4.0,-4.0,-6.0
3215952,4.0,0.0,0.0
710620,-4.0,0.0,-4.0
317345,-6.0,-10.0,-6.0
741978,-2.0,-8.0,-12.0
3219151,3.0,1.0,-5.0
2391559,0.0,3.0,1.0
248415,4.0,4.0,7.0
1734694,1.0,5.0,5.0
2908065,-3.0,-2.0,2.0
1213936,7.0,4.0,5.0
2941557,-13.0,-6.0,-9.0
949258,3.0,-10.0,-3.0
2852068,0.0,3.0,-10.0
2088668,5.0,5.0,8.0
3321759,0.0,5.0,5.0
3148488,0.0,0.0,5.0
2097148,6.0,6.0,6.0
2648636,-1.0,5.0,5.0
1815870,-5.0,-6.0,0.0
228234,1.0,-4.0,-5.0
3309699,4.0,5.0,0.0
1443764,-12.0,-8.0,-7.0
3050749,11.0,-1.0,3.0
2539295,1.0,12.0,0.0
2562582,,,
1805572,-2.0,,
1115478,-2.0,-4.0,
2648131,6.0,4.0,2.0
353697,-4.0,2.0,0.0
241809,3.0,-1.0,5.0
2088109,0.0,3.0,-1.0
1054561,1.0,1.0,4.0
1663183,-8.0,-7.0,-7.0
904876,7.0,-1.0,0.0
707075,1.0,8.0,0.0
2673258,-6.0,-5.0,2.0
545549,4.0,-2.0,-1.0
2310234,-4.0,0.0,-6.0
183710,-1.0,-5.0,-1.0
2015305,0.0,-1.0,-5.0
2276482,,,
36132,-23.0,,
536191,22.0,-1.0,
1342984,1.0,23.0,0.0
2663804,,,
1621324,0.0,,
216759,8.0,8.0,
2708115,-15.0,-7.0,-7.0
1753460,0.0,-15.0,-7.0
2871703,9.0,9.0,-6.0
3335548,-4.0,5.0,5.0
903129,4.0,0.0,9.0
846488,,,
1882505,-4.0,,
2546918,3.0,-1.0,
1102238,1.0,4.0,0.0
1607479,-3.0,-2.0,1.0
414228,2.0,-1.0,0.0
1038326,-4.0,-2.0,-5.0
569018,-1.0,-5.0,-3.0
2057986,0.0,-1.0,-5.0
313398,-1.0,-1.0,-2.0
2765948,3.0,2.0,2.0
1457930,3.0,6.0,5.0
1527255,,,
1194575,0.0,,
1047948,-1.0,-1.0,
1811411,5.0,4.0,4.0
1768573,-2.0,3.0,2.0
2448758,2.0,0.0,5.0
3349201,1.0,3.0,1.0
1884799,0.0,1.0,3.0
878076,0.0,0.0,1.0
942933,-2.0,-2.0,-2.0
258237,2.0,0.0,0.0
2138496,-2.0,0.0,-2.0
281546,-2.0,-4.0,-2.0
2815395,4.0,2.0,0.0
2905668,,,
3410723,7.0,,
2649659,0.0,7.0,
929856,2.0,2.0,9.0
546551,,,
713001,-4.0,,
2380699,-1.0,-5.0,
1237945,0.0,-1.0,-5.0
2808866,3.0,3.0,2.0
367860,,,
3059225,0.0,,
1045114,4.0,4.0,
937729,-1.0,3.0,3.0
411517,-5.0,-6.0,-2.0
1417612,4.0,-1.0,-2.0
1566132,-1.0,3.0,-2.0
1050846,-1.0,-2.0,2.0
719442,1.0,0.0,-1.0
2759922,-1.0,0.0,-1.0
2637969,-1.0,-2.0,-1.0
2582469,0.0,-1.0,-2.0
1047937,,,
1245869,-10.0,,
1167143,4.0,-6.0,
34682,4.0,8.0,-2.0
1043460,,,
768100,2.0,,
3036667,-6.0,-4.0,
1980025,2.0,-4.0,-2.0
2302113,2.0,4.0,-2.0
1432506,1.0,3.0,5.0
2114548,,,
1642450,0.0,,
2218769,-3.0,-3.0,
2086829,-2.0,-5.0,-5.0
3413733,5.0,3.0,0.0
2511024,-2.0,3.0,1.0
2734484,1.0,-1.0,4.0
2250878,,,
306343,0.0,,
2239358,5.0,5.0,
2843831,-9.0,-4.0,-4.0
865744,-1.0,-10.0,-5.0
1263209,-2.0,-3.0,-12.0
599225,0.0,-2.0,-3.0
2306669,8.0,8.0,6.0
3407415,3.0,11.0,11.0
3225449,-11.0,-8.0,0.0
750400,1.0,-10.0,-7.0
2679038,2.0,3.0,-8.0
658285,8.0,10.0,11.0
2295515,-3.0,5.0,7.0
1344102,2.0,-1.0,7.0
1186228,0.0,2.0,-1.0
1714617,-6.0,-6.0,-4.0
966967,,,
3377960,2.0,,
1510165,-4.0,-2.0,
1654060,-4.0,-8.0,-6.0
1712192,0.0,-4.0,-8.0
2548630,0.0,0.0,-4.0
1748000,0.0,0.0,0.0
2602881,-1.0,-1.0,-1.0
2518492,4.0,3.0,3.0
2245422,1.0,5.0,4.0
2943336,-5.0,-4.0,0.0
2780154,,,
3073751,1.0,,
23233,-2.0,-1.0,
638242,0.0,-2.0,-1.0
816433,10.0,10.0,8.0
3234074,1.0,11.0,11.0
1273000,-7.0,-6.0,4.0
527515,4.0,-3.0,-2.0
3337130,-6.0,-2.0,-9.0
2994318,0.0,-6.0,-2.0
3174882,6.0,6.0,0.0
2833571,-6.0,0.0,0.0
661581,5.0,-1.0,5.0
181025,-3.0,2.0,-4.0
1978803,0.0,-3.0,2.0
2542531,-3.0,-3.0,-6.0
757926,3.0,0.0,0.0
303864,2.0,5.0,2.0
198130,1.0,3.0,6.0
402086,0.0,1.0,3.0
2549485,2.0,2.0,3.0
809302,-4.0,-2.0,-2.0
2642962,-1.0,-5.0,-3.0
2997704,,,
3276152,-4.0,,
273038,-3.0,-7.0,
980308,1.0,-2.0,-6.0
1478584,0.0,1.0,-2.0
451701,5.0,5.0,6.0
2456594,-6.0,-1.0,-1.0
2091177,2.0,-4.0,1.0
1592948,3.0,5.0,-1.0
365478,-7.0,-4.0,-2.0
1719611,3.0,-4.0,-1.0
639270,-1.0,2.0,-5.0
1237078,5.0,4.0,7.0
3303228,-5.0,0.0,-1.0
401711,1.0,-4.0,1.0
936340,-4.0,-3.0,-8.0
1829134,8.0,4.0,5.0
1539565,-7.0,1.0,-3.0
653349,7.0,0.0,8.0
2354296,-1.0,6.0,-1.0
306264,-4.0,-5.0,2.0
479417,0.0,-4.0,-5.0
826432,7.0,7.0,3.0
2934843,-3.0,4.0,4.0
2959153,-2.0,-5.0,2.0
1252871,-3.0,-5.0,-8.0
654186,1.0,-2.0,-4.0
930905,,,
1385610,1.0,,
2937504,-4.0,-3.0,
3255630,2.0,-2.0,-1.0
1677359,2.0,4.0,0.0
283980,-6.0,-4.0,-2.0
3098917,,,
956885,-5.0,,
299078,3.0,-2.0,
2331347,7.0,10.0,5.0
3118619,4.0,11.0,14.0
3414533,,,
2400155,0.0,,
935107,3.0,3.0,
524474,2.0,5.0,5.0
2819939,-1.0,1.0,4.0
440578,,,
1250695,0.0,,
1435499,-2.0,-2.0,
614089,3.0,1.0,1.0
2823087,1.0,4.0,2.0
350940,-3.0,-2.0,1.0
3354062,,,
1741957,-5.0,,
504391,-7.0,-12.0,
836394,11.0,4.0,-1.0
113320,,,
594044,5.0,,
1103451,4.0,9.0,
980801,-9.0,-5.0,0.0
1254501,10.0,1.0,5.0
3370120,-1.0,9.0,0.0
2663600,0.0,-1.0,9.0
174528,1.0,1.0,0.0
3364577,-4.0,-3.0,-3.0
2870063,1.0,-3.0,-2.0
2126525,-7.0,-6.0,-10.0
1048384,2.0,-5.0,-4.0
93499,4.0,6.0,-1.0
3293162,1.0,5.0,7.0
381165,2.0,3.0,7.0
337435,3.0,5.0,6.0
846961,-6.0,-3.0,-1.0
2922575,7.0,1.0,4.0
1924756,-1.0,6.0,0.0
530213,-10.0,-11.0,-4.0
91075,5.0,-5.0,-6.0
2627804,8.0,13.0,3.0
109658,,,
914677,5.0,,
2957918,-4.0,1.0,
1279325,-6.0,-10.0,-5.0
2291413,10.0,4.0,0.0
2699506,-2.0,8.0,2.0
2582790,-1.0,-3.0,7.0
3354964,2.0,1.0,-1.0
93914,-2.0,0.0,-1.0
2780112,7.0,5.0,7.0
1348925,-10.0,-3.0,-5.0
2694060,1.0,-9.0,-2.0
3000325,3.0,4.0,-6.0
573216,-2.0,1.0,2.0
1528137,2.0,0.0,3.0
823580,1.0,3.0,1.0
614112,2.0,3.0,5.0
844829,-2.0,0.0,1.0
1139141,,,
3350672,-4.0,,
539040,6.0,2.0,
1036200,-2.0,4.0,0.0
408184,-1.0,-3.0,3.0
1426046,2.0,1.0,-1.0
51488,1.0,3.0,2.0
245845,-3.0,-2.0,0.0
678251,1.0,-2.0,-1.0
1627318,1.0,2.0,-1.0
2737039,-1.0,0.0,1.0
3242153,2.0,1.0,2.0
1660645,-2.0,0.0,-1.0
3288356,1.0,-1.0,1.0
2877462,1.0,2.0,0.0
2569171,-1.0,0.0,1.0
2849770,-1.0,-2.0,-1.0
2693694,1.0,0.0,-1.0
2866022,,,
647131,-8.0,,
2845870,1.0,-7.0,
115167,1.0,2.0,-6.0
1815697,10.0,11.0,12.0
1116226,-9.0,1.0,2.0
620175,6.0,-3.0,7.0
589324,-3.0,3.0,-6.0
3290143,3.0,0.0,6.0
2961575,3.0,6.0,3.0
2510692,-14.0,-11.0,-8.0
2346482,1.0,-13.0,-10.0
2811171,11.0,12.0,-2.0
2263300,-4.0,7.0,8.0
2821853,-6.0,-10.0,1.0
2668393,3.0,-3.0,-7.0
1951638,4.0,7.0,1.0
2121283,5.0,9.0,12.0
3092226,-3.0,2.0,6.0
1873755,0.0,-3.0,2.0
457721,-7.0,-7.0,-10.0
204116,1.0,-6.0,-6.0
1612098,2.0,3.0,-4.0
2955853,9.0,11.0,12.0
2277800,-7.0,2.0,4.0
3152495,-3.0,-10.0,-1.0
2465792,6.0,3.0,-4.0
1026376,-1.0,5.0,2.0
3134435,-9.0,-10.0,-4.0
509523,1.0,-8.0,-9.0
2974892,12.0,13.0,4.0
1492010,-2.0,10.0,11.0
554567,1.0,-1.0,11.0
1363250,-11.0,-10.0,-12.0
3212896,8.0,-3.0,-2.0
2429499,2.0,10.0,-1.0
286658,-8.0,-6.0,2.0
1770531,0.0,-8.0,-6.0
21541,2.0,2.0,-6.0
1532578,10.0,12.0,12.0
2536684,,,
867183,-2.0,,
1531727,0.0,-2.0,
2979289,-6.0,-6.0,-8.0
1917319,4.0,-2.0,-2.0
2166978,-1.0,3.0,-3.0
2601273,-4.0,-5.0,-1.0
2435430,4.0,0.0,-1.0
2078654,10.0,14.0,10.0
2818677,-3.0,7.0,11.0
3035036,-6.0,-9.0,1.0
531258,-2.0,-8.0,-11.0
681497,0.0,-2.0,-8.0
2265596,-2.0,-2.0,-4.0
454628,3.0,1.0,1.0
2618566,-3.0,0.0,-2.0
2882186,4.0,1.0,4.0
2369107,0.0,4.0,1.0
3260178,-2.0,-2.0,2.0
1882705,1.0,-1.0,-1.0
1080606,10.0,11.0,9.0
209174,-9.0,1.0,2.0
1967030,-1.0,-10.0,0.0
2954715,0.0,-1.0,-10.0
2906387,0.0,0.0,-1.0
1816481,1.0,1.0,1.0
1846519,-4.0,-3.0,-3.0
3103975,3.0,-1.0,0.0
1281600,,,
1734721,0.0,,
601109,-4.0,-4.0,
3415172,3.0,-1.0,-1.0
2598841,,,
3303141,0.0,,
98797,-5.0,-5.0,
1775195,1.0,-4.0,-4.0
1204517,2.0,3.0,-2.0
1169833,0.0,2.0,3.0
3342932,3.0,3.0,5.0
888785,-3.0,0.0,0.0
360799,2.0,-1.0,2.0
783819,,,
2637928,-4.0,,
2796672,2.0,-2.0,
422010,-12.0,-10.0,-14.0
2520141,2.0,-10.0,-8.0
2435179,6.0,8.0,-4.0
2324090,1.0,7.0,9.0
1240626,2.0,3.0,9.0
1504447,3.0,5.0,6.0
643860,-20.0,-17.0,-15.0
2821704,16.0,-4.0,-1.0
498562,-10.0,6.0,-14.0
3291534,7.0,-3.0,13.0
188015,2.0,9.0,-1.0
554141,0.0,2.0,9.0
2408338,,,
2175003,8.0,,
3165735,-10.0,-2.0,
252755,1.0,-9.0,-1.0
2558692,1.0,2.0,-8.0
2294350,0.0,1.0,2.0
920210,7.0,7.0,8.0
2898276,0.0,7.0,7.0
3366555,0.0,0.0,7.0
2879356,-1.0,-1.0,-1.0
2501535,-8.0,-9.0,-9.0
1095941,5.0,-3.0,-4.0
2842665,-2.0,3.0,-5.0
981568,6.0,4.0,9.0
1662068,-12.0,-6.0,-8.0
343281,4.0,-8.0,-2.0
1713532,3.0,7.0,-5.0
3244683,-7.0,-4.0,0.0
1906105,1.0,-6.0,-3.0
1804929,9.0,10.0,3.0
